time_s,ax,ay,az,gx,gy,gz,qx,qy,qz,qw
49.248,1.5312,10.8008,7.4688,-6.7305,-2.1875,0.5312,-0.2173,0.5355,0.3377,0.7430
49.268,2.2617,9.7656,5.6680,-6.9375,-1.6211,0.9922,-0.3142,0.4340,0.4260,0.7291
49.289,2.0703,8.3164,3.7148,-6.9980,-1.1152,1.3770,-0.3142,0.4340,0.4260,0.7291
49.310,1.6484,7.0117,2.1836,-6.9844,-0.9395,1.7500,-0.4066,0.3370,0.5232,0.6689
49.330,0.1914,5.3594,-1.4570,-6.9102,-0.8809,2.1445,-0.4066,0.3370,0.5232,0.6689
49.350,-0.1914,5.2812,-2.2617,-6.8262,-0.9297,2.4512,-0.4066,0.3370,0.5232,0.6689
49.371,-0.5742,5.1719,-2.7969,-6.7324,-1.1797,2.9023,-0.4864,0.2471,0.6158,0.5685
49.392,-1.1875,5.5156,-3.3320,-6.5645,-1.6113,3.4551,-0.4864,0.2471,0.6158,0.5685
49.412,-2.1445,7.8906,-4.4453,-6.4199,-1.8438,3.9883,-0.5329,0.1618,0.7037,0.4411
49.432,-2.1445,8.8867,-4.9805,-6.0352,-1.5449,4.4531,-0.5329,0.1618,0.7037,0.4411
49.453,-2.4883,8.7734,-4.7109,-5.5879,-1.2988,4.8242,-0.5329,0.1618,0.7037,0.4411
49.474,-3.3320,8.7383,-3.8320,-4.8887,-1.3008,5.1074,-0.5446,0.0916,0.7842,0.2830
49.494,-3.6016,7.8125,-3.6758,-3.9902,-1.4102,5.3320,-0.5446,0.0916,0.7842,0.2830
49.514,-3.9453,7.1680,-3.7539,-3.0078,-1.7910,5.6113,-0.5306,0.0612,0.8369,0.1199
49.535,-5.3242,6.5469,-4.2148,-1.9297,-2.2109,5.8945,-0.5306,0.0612,0.8369,0.1199
49.576,-0.6133,3.0664,-5.2852,0.1289,-1.2871,5.5332,0.4797,-0.0851,-0.8729,0.0265
49.597,1.0352,2.8711,-4.3711,0.3008,0.8672,5.0254,0.4797,-0.0851,-0.8729,0.0265
49.617,-1.3789,3.5625,-3.3320,-0.5078,1.3086,3.6777,0.4503,-0.1487,-0.8695,0.1379
49.640,-17.8906,12.2188,14.0586,-0.9590,-0.0430,4.0156,0.4503,-0.1487,-0.8695,0.1379
49.658,-20.9180,17.9648,12.2969,-1.9102,-1.2754,0.9336,0.4503,-0.1487,-0.8695,0.1379
49.679,-6.5508,16.4297,13.2539,-1.3789,-2.1270,1.5488,0.4366,-0.1719,-0.8549,0.2213
49.699,-15.0586,11.7617,11.6445,-2.5742,-1.2500,-0.9316,0.4366,-0.1719,-0.8549,0.2213
49.720,-25.2461,9.2695,11.0703,-2.4570,-1.7949,-1.2422,0.3914,-0.1450,-0.8775,0.2362
49.741,-15.0156,8.2344,10.8398,-2.4082,-4.0137,-1.2910,0.3914,-0.1450,-0.8775,0.2362
49.761,-10.3047,8.4258,10.2266,-2.0098,-4.4180,-2.3730,0.3914,-0.1450,-0.8775,0.2362
49.782,-10.3828,10.9961,8.5430,-1.4316,-5.2266,-1.8301,0.3113,-0.0984,-0.9211,0.2122
49.802,-4.7500,8.0078,9.5039,-1.2949,-5.0938,-1.6582,0.3113,-0.0984,-0.9211,0.2122
49.822,-6.2422,6.2812,11.9883,-0.8945,-5.0879,-1.1934,0.1873,-0.0734,-0.9659,0.1629
49.843,-3.5625,6.1680,12.6055,-0.7793,-4.6191,-0.6562,0.1873,-0.0734,-0.9659,0.1629
49.864,-4.4453,6.8203,12.1406,-0.7227,-4.9199,-0.0918,0.1873,-0.0734,-0.9659,0.1629
49.884,-1.5703,3.2578,11.2227,-0.9668,-4.4277,-0.4688,0.1873,-0.0734,-0.9659,0.1629
49.904,-1.2266,2.3750,11.2617,-0.9512,-4.1797,-0.1621,0.1873,-0.0734,-0.9659,0.1629
49.925,-1.1484,2.4141,9.8867,-0.9043,-4.3223,0.1562,-0.0438,-0.0591,-0.9895,0.1244
49.946,2.1055,2.1055,8.7383,-0.7148,-3.8418,0.2891,-0.0438,-0.0591,-0.9895,0.1244
49.966,2.4531,0.7266,9.1172,-0.7383,-3.2969,0.1484,-0.0438,-0.0591,-0.9895,0.1244
49.986,3.0273,1.1094,9.3867,-0.7422,-2.6621,0.1465,-0.1432,-0.0505,-0.9808,0.1219
50.007,3.1797,1.0742,9.0781,-0.6621,-2.1973,0.0332,-0.1432,-0.0505,-0.9808,0.1219
50.028,5.0195,1.3398,8.1602,-0.7207,-1.5566,-0.0059,-0.2089,-0.0399,-0.9700,0.1181
50.048,4.0234,1.4570,7.7734,-0.6094,-1.3086,0.2676,-0.2089,-0.0399,-0.9700,0.1181
50.069,4.0625,1.1875,7.9336,-0.6250,-1.2520,0.3164,-0.2089,-0.0399,-0.9700,0.1181
50.090,5.1328,2.3750,7.7773,-0.5410,-0.8145,0.6270,-0.2452,-0.0272,-0.9620,0.1174
50.110,3.5625,0.8438,7.2031,-0.5508,-0.6074,0.4160,-0.2452,-0.0272,-0.9620,0.1174
50.130,3.4492,1.1484,6.4688,-0.4707,-0.1562,0.2031,-0.2665,-0.0130,-0.9557,0.1246
50.150,2.7969,0.5742,7.0078,-0.4727,0.1133,0.1680,-0.2665,-0.0130,-0.9557,0.1246
50.172,3.7930,0.8047,7.2734,-0.4297,0.1934,0.0547,-0.2665,-0.0130,-0.9557,0.1246
50.192,2.9492,0.4961,6.5117,-0.2715,0.2617,-0.2422,-0.2665,-0.0130,-0.9557,0.1246
50.212,3.2930,0.2695,6.2031,-0.0781,0.4336,-0.3594,-0.2665,-0.0130,-0.9557,0.1246
50.233,2.9102,0.2695,6.2422,0.0781,0.8027,-0.6250,-0.2617,0.0041,-0.9578,0.1186
50.254,2.2227,0.0000,6.4023,0.2559,1.4629,-1.0781,-0.2617,0.0041,-0.9578,0.1186
50.274,2.7188,0.0391,6.7422,0.4883,2.0781,-1.3047,-0.2617,0.0041,-0.9578,0.1186
50.294,1.9922,0.1523,6.7812,0.6641,2.9082,-1.4121,-0.2301,-0.0032,-0.9683,0.0977
50.315,1.2656,0.8438,7.1641,0.8184,3.5938,-1.8770,-0.2301,-0.0032,-0.9683,0.0977
50.336,-1.2656,1.8008,6.7461,0.9844,4.6328,-2.0898,-0.1536,-0.0219,-0.9859,0.0632
50.356,-1.4922,2.4141,6.1680,1.1465,5.6426,-2.0742,-0.1536,-0.0219,-0.9859,0.0632
50.377,-2.6797,2.8711,7.1250,1.4531,5.4355,-1.8906,-0.1536,-0.0219,-0.9859,0.0632
50.397,-4.4805,3.7930,7.3164,1.7930,4.2695,-1.4004,-0.0218,-0.0493,-0.9983,0.0233
50.419,-5.7070,4.5195,6.3203,2.1055,3.6777,-1.0879,-0.0218,-0.0493,-0.9983,0.0233
50.438,-4.7109,5.8242,5.8242,2.4199,3.0566,-0.7461,0.0865,-0.0936,-0.9918,0.0012
50.459,-4.4453,6.1641,5.6680,2.6016,2.5352,-0.6543,0.0865,-0.0936,-0.9918,0.0012
50.479,-4.2148,7.2070,5.4414,2.8867,2.1621,-0.4492,0.0865,-0.0936,-0.9918,0.0012
50.499,-3.9453,8.0078,3.4102,3.1094,1.3125,0.0234,-0.1539,0.1547,0.9758,0.0148
50.520,-1.9531,9.7695,3.5234,3.3477,0.5430,0.5449,-0.1539,0.1547,0.9758,0.0148
50.540,-1.4922,10.9570,2.7969,3.5469,-0.0039,0.8984,-0.1801,0.2324,0.9556,0.0196
50.562,-0.5352,12.1055,1.5312,3.8164,-0.4375,1.3008,-0.1801,0.2324,0.9556,0.0196
50.583,2.2617,14.1719,0.5352,3.9082,-1.5078,1.8359,-0.1801,0.2324,0.9556,0.0196
50.602,3.0273,14.0195,-0.3438,3.9902,-2.1660,2.1953,-0.1600,0.3248,0.9321,0.0099
50.622,4.6719,11.9883,-0.2305,4.1484,-2.6367,2.3438,-0.1600,0.3248,0.9321,0.0099
50.643,4.0977,15.5859,-1.6484,4.2480,-3.3867,3.0156,0.0880,-0.4247,-0.9011,0.0067
50.664,10.4570,19.5039,-0.3047,3.8848,-4.2988,3.2188,0.0880,-0.4247,-0.9011,0.0067
50.684,10.5352,21.9492,0.4609,3.8223,-4.2461,3.3047,0.0880,-0.4247,-0.9011,0.0067
50.705,10.6875,21.6445,2.7188,3.7441,-3.8770,3.4746,-0.0339,-0.5179,-0.8543,0.0261
50.728,10.2266,18.2773,0.2305,3.2383,-3.1406,3.0898,-0.0339,-0.5179,-0.8543,0.0261
50.746,10.1523,16.7734,0.3438,3.0352,-1.6074,2.1035,-0.1479,-0.5867,-0.7945,0.0521
50.766,6.0508,17.2344,0.1523,2.6250,-0.7188,1.0586,-0.1479,-0.5867,-0.7945,0.0521
50.787,3.6016,16.7773,1.1484,2.7285,-1.1016,-0.2871,-0.1479,-0.5867,-0.7945,0.0521
50.807,0.7656,15.5859,1.6094,2.9648,-1.0840,-0.9648,-0.1479,-0.5867,-0.7945,0.0521
50.828,-2.6797,13.2500,1.5312,2.7754,-1.3652,-2.7695,-0.1479,-0.5867,-0.7945,0.0521
50.848,-2.9883,12.9102,1.8008,3.2227,-1.4336,-3.7480,-0.1616,-0.7017,-0.6923,0.0472
50.869,-3.2188,14.0586,2.6797,2.8613,-1.1465,-3.8438,-0.1616,-0.7017,-0.6923,0.0472
50.889,-1.0352,24.1719,2.6445,3.0625,-1.6992,-3.9980,-0.1616,-0.7017,-0.6923,0.0472
50.910,1.3789,24.4375,3.8672,2.9453,-2.1797,-4.5566,0.1023,0.7670,0.6331,0.0208
50.930,5.0547,24.9375,2.4883,2.5762,-2.7285,-4.6016,0.1023,0.7670,0.6331,0.0208
50.951,4.3281,21.2578,2.6797,2.3770,-3.8047,-5.1172,0.0401,0.8143,0.5660,0.1219
50.972,4.7109,17.8125,2.2227,1.8359,-4.6699,-4.0156,0.0401,0.8143,0.5660,0.1219
50.992,1.2266,18.7656,2.2617,1.5840,-5.0039,-4.0918,0.0401,0.8143,0.5660,0.1219
51.013,1.5312,15.8203,3.1797,0.9570,-4.7949,-4.2266,0.0165,0.8224,0.5010,0.2690
51.036,0.3438,14.4414,0.9180,0.7383,-4.2500,-3.9473,0.0165,0.8224,0.5010,0.2690
51.053,0.0781,13.2891,0.2305,0.5449,-3.1387,-4.2422,-0.0042,0.7951,0.4451,0.4119
51.074,0.0391,12.4102,-0.1523,0.5488,-2.0820,-4.0293,-0.0042,0.7951,0.4451,0.4119
51.095,-2.3359,12.1016,2.9102,0.0586,-1.8457,-3.9141,-0.0042,0.7951,0.4451,0.4119
51.116,-6.2070,13.7539,5.9766,-0.3027,-1.5723,-3.5176,-0.0042,0.7951,0.4451,0.4119
51.135,-5.9375,14.2930,4.5586,-0.3301,-1.9824,-3.4434,-0.0042,0.7951,0.4451,0.4119
51.156,-7.0469,11.6445,5.7461,-1.6289,-4.3906,-2.6367,-0.1075,0.7350,0.3525,0.5691
51.177,-7.7773,14.3633,7.3164,-2.4082,-4.8691,-2.4199,-0.1075,0.7350,0.3525,0.5691
51.197,-0.8438,12.4062,11.2227,-3.3848,-3.7754,-1.8672,-0.1075,0.7350,0.3525,0.5691
51.219,1.0352,11.7227,11.8789,-4.3438,-2.1484,-1.5312,-0.1459,0.6394,0.3656,0.6605
51.239,-0.6133,11.3398,11.4570,-5.1211,-1.0723,-1.5195,-0.1459,0.6394,0.3656,0.6605
51.259,-1.5312,10.2695,9.8047,-5.5801,-0.5156,-1.3398,-0.2275,0.5549,0.4141,0.6847
51.279,-1.1875,7.6992,7.0469,-5.8457,-0.1641,-1.1094,-0.2275,0.5549,0.4141,0.6847
51.300,-0.4961,6.7812,5.8594,-6.0566,0.0371,-0.7969,-0.2275,0.5549,0.4141,0.6847
51.321,-0.8047,6.0859,4.7109,-6.2891,-0.0527,-0.6367,-0.3357,0.4797,0.4699,0.6606
51.341,-0.9570,5.5977,3.7148,-6.5801,-0.2676,-0.3652,-0.3357,0.4797,0.4699,0.6606
51.362,-0.9570,5.3203,1.2266,-6.8184,-0.5977,0.0508,-0.4410,0.3931,0.5320,0.6066
51.382,-1.1484,5.2148,-0.7266,-6.8965,-0.9297,0.5000,-0.4410,0.3931,0.5320,0.6066
51.402,-1.3789,4.6367,-2.4531,-6.8359,-1.2109,0.9473,-0.4410,0.3931,0.5320,0.6066
51.425,-1.8398,4.2930,-4.0977,-6.6641,-1.4336,1.4258,-0.5231,0.2888,0.6062,0.5248
51.445,-1.9922,4.4805,-4.1758,-6.4766,-1.5840,1.9883,-0.5231,0.2888,0.6062,0.5248
51.464,-2.6055,5.3594,-3.8320,-6.2695,-1.9863,2.5391,-0.5685,0.1861,0.6846,0.4166
51.485,-3.2188,6.0859,-4.2891,-5.8672,-2.4238,3.0977,-0.5685,0.1861,0.6846,0.4166
51.527,-1.7617,6.1641,-2.6445,-4.9102,-1.7383,4.2402,-0.5706,0.1023,0.7625,0.2874
51.546,-2.2227,5.9766,-2.6797,-4.3867,-1.1426,4.5312,-0.5706,0.1023,0.7625,0.2874
51.567,-3.1016,5.3203,-3.3711,-3.6484,-0.9648,4.7754,-0.5565,0.0585,0.8171,0.1385
51.587,-5.4805,2.9102,-4.4062,-2.6133,-1.5566,5.0234,-0.5565,0.0585,0.8171,0.1385
51.609,-4.9414,1.3008,-4.7500,-1.4414,-2.0898,5.2617,-0.5565,0.0585,0.8171,0.1385
51.629,-4.2891,-0.0391,-4.6328,-0.3379,-2.3848,5.1465,-0.5252,0.0643,0.8485,0.0002
51.649,-2.4141,-0.6133,-3.8711,0.4629,-1.6934,4.9805,-0.5252,0.0643,0.8485,0.0002
51.669,3.8672,0.7266,-1.7617,0.6445,0.7871,4.7852,0.4700,-0.1257,-0.8669,0.1085
51.691,1.9141,2.5664,-2.5625,0.3242,2.6621,4.1270,0.4700,-0.1257,-0.8669,0.1085
51.710,-13.0664,4.0977,0.0391,0.1211,-0.4102,3.0176,0.4700,-0.1257,-0.8669,0.1085
51.731,-10.9141,9.5781,9.5000,-0.9180,-0.6191,4.5234,0.4814,-0.1768,-0.8358,0.1960
51.752,-18.8047,12.1836,14.4805,-1.6621,-2.9922,0.7090,0.4814,-0.1768,-0.8358,0.1960
51.772,-7.7773,19.9570,13.2539,-1.8789,-2.7188,1.3379,0.4278,-0.1943,-0.8450,0.2554
51.792,-16.4727,13.9062,9.6914,-2.7969,-2.3438,-0.7520,0.4278,-0.1943,-0.8450,0.2554
51.813,-18.7305,17.7734,10.4961,-2.9316,-1.9883,-1.9824,0.4278,-0.1943,-0.8450,0.2554
51.833,-13.1758,10.8789,10.7656,-2.7578,-4.2852,-1.8301,0.4278,-0.1943,-0.8450,0.2554
51.854,-0.7656,10.9180,6.4727,-2.3711,-3.9043,-2.1133,0.4278,-0.1943,-0.8450,0.2554
51.875,-13.8320,6.3594,8.4258,-1.7871,-5.3281,-0.9883,0.2648,-0.1036,-0.9311,0.2285
51.896,-2.6445,6.4375,10.0352,-1.4746,-4.6055,-1.0117,0.2648,-0.1036,-0.9311,0.2285
51.917,-2.7578,4.5977,10.8359,-1.2090,-4.3418,-0.6230,0.2648,-0.1036,-0.9311,0.2285
51.936,-4.1758,6.6641,10.2266,-0.9688,-4.8320,-0.3398,0.1463,-0.0873,-0.9645,0.2015
51.957,-2.6445,5.3633,9.1992,-0.8516,-4.3594,-0.2773,0.1463,-0.0873,-0.9645,0.2015
51.980,-0.5352,3.1797,9.5430,-0.7012,-4.0117,-0.2109,0.0326,-0.0842,-0.9786,0.1846
51.997,0.4609,2.3359,9.9609,-0.8242,-3.6973,0.1406,0.0326,-0.0842,-0.9786,0.1846
52.018,0.3047,3.7148,10.1094,-0.7637,-3.6816,0.2559,0.0326,-0.0842,-0.9786,0.1846
52.039,1.6836,3.1406,9.6875,-0.6777,-3.3633,0.4238,-0.0634,-0.0821,-0.9786,0.1774
52.060,3.1797,1.8789,9.9219,-0.6816,-2.6934,0.5078,-0.0634,-0.0821,-0.9786,0.1774
52.079,3.3711,1.4922,9.4219,-0.7324,-2.1914,0.5195,-0.1436,-0.0776,-0.9702,0.1792
52.100,3.6406,0.4609,9.6914,-0.7461,-1.9277,0.5977,-0.1436,-0.0776,-0.9702,0.1792
52.121,3.9844,0.7656,9.1172,-0.7148,-1.4590,0.6973,-0.1436,-0.0776,-0.9702,0.1792
52.141,4.2148,1.3789,7.2383,-0.6113,-0.8262,0.3750,-0.1436,-0.0776,-0.9702,0.1792
52.162,4.0625,1.8398,7.0508,-0.5098,-0.3301,0.3281,-0.1436,-0.0776,-0.9702,0.1792
52.183,2.8359,1.6094,7.3164,-0.3809,-0.2168,0.1523,-0.2160,-0.0524,-0.9557,0.1931
52.203,3.2188,1.6484,7.3164,-0.2188,-0.1641,-0.0645,-0.2160,-0.0524,-0.9557,0.1931
52.223,3.8672,0.8047,6.9688,-0.1211,0.3477,-0.1660,-0.2160,-0.0524,-0.9557,0.1931
52.244,3.6016,1.6094,6.6289,0.0762,0.9434,-0.3125,-0.2193,-0.0458,-0.9554,0.1923
52.264,2.9492,0.6133,6.7070,0.1680,1.7363,-0.4766,-0.2193,-0.0458,-0.9554,0.1923
52.288,0.1914,0.8438,6.8516,0.3379,2.1191,-0.7734,-0.1903,-0.0440,-0.9630,0.1860
52.305,0.1523,0.4961,6.7852,0.4805,2.6387,-0.9941,-0.1903,-0.0440,-0.9630,0.1860
52.326,0.2695,1.6484,6.9688,0.6758,3.1816,-1.2324,-0.1903,-0.0440,-0.9630,0.1860
52.346,-0.9961,1.2266,7.1680,0.7930,3.5312,-1.4160,-0.1259,-0.0473,-0.9764,0.1688
52.367,-3.0664,2.7188,7.8945,1.0605,3.9785,-1.8242,-0.1259,-0.0473,-0.9764,0.1688
52.387,-3.9453,3.0664,8.0781,1.0859,4.7051,-2.1035,-0.0301,-0.0577,-0.9882,0.1383
52.408,-4.7109,3.6758,8.4648,1.3945,5.5039,-2.2793,-0.0301,-0.0577,-0.9882,0.1383
52.429,-5.6680,3.2930,8.2734,1.5664,4.9980,-2.0254,-0.0301,-0.0577,-0.9882,0.1383
52.450,-6.3984,4.9414,8.0820,1.7324,3.7246,-1.4668,-0.0301,-0.0577,-0.9882,0.1383
52.471,-6.1289,5.8594,8.0117,1.9102,3.0801,-1.1680,-0.0301,-0.0577,-0.9882,0.1383
52.490,-5.0195,6.0508,6.6250,2.0352,2.5859,-0.8867,0.2014,-0.1035,-0.9722,0.0599
52.511,-5.2109,5.6680,5.7461,2.1250,1.8711,-0.5840,0.2014,-0.1035,-0.9722,0.0599
52.531,-3.9453,6.7422,3.4492,2.3438,1.1367,-0.1289,0.2014,-0.1035,-0.9722,0.0599
52.552,-4.9023,6.8242,2.8359,2.5645,0.4707,0.1973,0.2545,-0.1475,-0.9549,0.0401
52.572,-2.5664,8.0078,2.2969,2.8672,0.3398,0.5059,0.2545,-0.1475,-0.9549,0.0401
52.595,-1.2656,9.6133,1.8789,2.9961,0.4062,0.6914,0.2692,-0.2105,-0.9392,0.0327
52.613,0.0000,10.0000,1.3008,3.1035,0.0801,1.1191,0.2692,-0.2105,-0.9392,0.0327
52.635,-0.6523,10.6484,1.0352,3.2344,-0.7461,1.6328,0.2692,-0.2105,-0.9392,0.0327
52.654,0.3828,11.1875,1.3008,3.2266,-1.2715,1.9316,0.2678,-0.2885,-0.9185,0.0370
52.676,0.6133,14.1328,-0.1914,3.3984,-1.9766,2.3730,0.2678,-0.2885,-0.9185,0.0370
52.695,4.1758,16.2812,-0.2695,3.2988,-3.0645,2.8789,0.2199,-0.3782,-0.8978,0.0509
52.717,5.0938,17.5117,-0.2305,3.3418,-2.8555,3.0762,0.2199,-0.3782,-0.8978,0.0509
52.736,3.4492,19.2305,-0.5352,3.4004,-3.1758,3.3926,0.2199,-0.3782,-0.8978,0.0509
52.757,6.5508,20.9570,0.0781,3.4297,-2.7773,3.5254,0.1280,-0.4692,-0.8708,0.0713
52.778,6.6289,22.2578,-0.1523,3.3223,-2.5215,3.1465,0.1280,-0.4692,-0.8708,0.0713
52.798,6.7812,22.5234,-0.1133,3.4395,-2.0664,2.8379,0.0357,-0.5535,-0.8259,0.1007
52.819,4.9414,19.5352,0.2695,3.2207,-1.6699,2.1230,0.0357,-0.5535,-0.8259,0.1007
52.839,3.7148,19.0039,1.6836,2.8613,-1.8789,1.2656,0.0357,-0.5535,-0.8259,0.1007
52.859,2.6797,17.1289,2.5273,3.4668,-1.9922,0.5371,-0.0265,-0.6240,-0.7721,0.1175
52.880,1.9141,16.1289,3.1406,3.1699,-1.8711,-1.2461,-0.0265,-0.6240,-0.7721,0.1175
52.901,2.5664,17.4297,3.4102,3.5898,-1.2793,-2.7969,-0.0503,-0.6912,-0.7156,0.0873
52.921,0.0391,19.2695,4.4805,3.3320,-2.0156,-2.4590,-0.0503,-0.6912,-0.7156,0.0873
52.943,-1.0352,16.2852,5.5156,3.2891,-2.6309,-2.9023,-0.0503,-0.6912,-0.7156,0.0873
52.962,-1.6836,18.6172,3.9062,3.4902,-3.1035,-3.6406,-0.0291,-0.7542,-0.6558,0.0121
52.984,0.9570,17.3945,4.4062,2.7422,-3.0762,-4.2383,-0.0291,-0.7542,-0.6558,0.0121
53.003,2.1836,18.0391,3.8672,2.9551,-3.3613,-4.5176,0.0046,0.8018,0.5887,0.1021
53.023,1.5312,15.7812,4.2539,2.4199,-3.4902,-4.7598,0.0046,0.8018,0.5887,0.1021
53.044,2.8359,13.8281,4.7500,2.0820,-3.2930,-4.2129,0.0046,0.8018,0.5887,0.1021
53.065,-0.9570,13.9766,3.3320,1.6016,-4.1973,-4.0879,0.0046,0.8018,0.5887,0.1021
53.086,-1.1875,15.1641,1.5703,1.1602,-4.3867,-4.0332,0.0046,0.8018,0.5887,0.1021
53.106,0.2305,14.0547,0.8047,1.2695,-3.1621,-3.4355,-0.0548,0.8048,0.4623,0.3682
53.127,-3.1797,12.4102,-0.4961,0.9004,-2.2422,-3.5254,-0.0548,0.8048,0.4623,0.3682
53.147,-4.9023,11.9141,0.8828,0.8984,-1.2285,-3.4727,-0.0548,0.8048,0.4623,0.3682
53.167,-5.2500,10.1133,3.8320,0.5938,-0.9863,-3.4922,-0.0876,0.7855,0.4081,0.4570
53.188,-6.1289,10.3477,5.7070,0.0898,-1.3496,-3.2969,-0.0876,0.7855,0.4081,0.4570
53.209,-9.1953,10.9961,7.2383,-0.7773,-2.3535,-3.3184,-0.1379,0.7655,0.3608,0.5146
53.229,-10.5312,8.4258,3.0273,-0.7148,-4.7227,-3.3535,-0.1379,0.7655,0.3608,0.5146
53.249,-7.0859,10.8008,4.4453,-1.3398,-5.3809,-2.4023,-0.1379,0.7655,0.3608,0.5146
53.270,-5.6328,10.8750,7.3164,-2.4629,-5.4941,-1.7695,-0.1749,0.6905,0.3474,0.6099
53.291,-3.7539,11.3359,9.1562,-3.2344,-4.0645,-1.5137,-0.1749,0.6905,0.3474,0.6099
53.313,-0.1914,10.1133,11.1484,-4.0938,-2.3613,-1.1406,-0.2018,0.5804,0.3806,0.6911
53.331,-0.3828,9.4609,11.3398,-4.7949,-1.2500,-0.8613,-0.2018,0.5804,0.3806,0.6911
53.352,-1.9531,8.9258,11.2188,-5.3438,-1.1641,-0.5488,-0.2018,0.5804,0.3806,0.6911
53.374,-1.7227,8.1602,10.2305,-5.8633,-1.3496,-0.2188,-0.2787,0.4975,0.4367,0.6958
53.393,-1.0352,8.1602,9.5039,-6.3945,-1.5293,0.1875,-0.2787,0.4975,0.4367,0.6958
53.415,-1.1094,8.3906,8.0430,-6.8848,-1.8340,0.6172,-0.3655,0.4024,0.5137,0.6638
53.434,-0.8828,8.3516,6.2070,-7.2324,-2.0918,1.1406,-0.3655,0.4024,0.5137,0.6638
53.455,0.0391,8.0391,2.1836,-7.4512,-2.1055,1.7734,-0.3655,0.4024,0.5137,0.6638
53.475,-0.2695,7.3945,-0.4219,-7.3301,-2.0762,2.4336,-0.4420,0.2808,0.6113,0.5934
53.496,-1.0742,6.4375,-1.9141,-7.0371,-2.1875,3.0977,-0.4420,0.2808,0.6113,0.5934
53.517,-1.2266,5.4805,-3.7539,-6.4883,-2.2734,3.7734,-0.4891,0.1666,0.7081,0.4811
53.538,-2.4141,4.6719,-4.2891,-5.8027,-2.6719,4.4023,-0.4891,0.1666,0.7081,0.4811
53.557,-2.0312,5.1719,-3.9062,-5.1016,-3.0410,5.0605,-0.4891,0.1666,0.7081,0.4811
53.578,-1.5312,5.7812,-3.6406,-4.3828,-3.1875,5.6387,-0.4885,0.0827,0.7997,0.3389
53.599,-1.3789,6.1641,-3.3320,-3.6289,-3.0469,6.0547,-0.4885,0.0827,0.7997,0.3389
53.619,-0.4219,6.4688,-2.5664,-2.8320,-2.6094,6.3164,-0.4430,0.0436,0.8771,0.1802
53.639,-0.4961,5.9805,-2.9883,-2.0527,-2.1152,6.3770,-0.4430,0.0436,0.8771,0.1802
53.660,-0.8438,5.0977,-3.4102,-1.1914,-1.8008,6.2852,-0.4430,0.0436,0.8771,0.1802
53.681,-1.0742,4.1758,-4.5156,-0.1348,-1.9766,5.9297,-0.3901,0.0536,0.9190,0.0171
53.701,0.5742,3.7930,-6.7070,0.8496,-1.7227,5.6152,-0.3901,0.0536,0.9190,0.0171
53.723,2.8711,4.6719,-5.2852,1.4160,-0.3066,5.0625,0.3383,-0.1099,-0.9278,0.1128
53.742,3.9062,5.7461,-4.4062,1.1211,1.8750,3.5625,0.3383,-0.1099,-0.9278,0.1128
53.783,-22.0625,9.8438,19.3828,-1.5352,0.9980,2.3457,0.3481,-0.1583,-0.9031,0.1952
53.805,-19.5000,16.3555,13.5625,-1.1758,-0.0742,0.0430,0.3481,-0.1583,-0.9031,0.1952
53.824,-11.5312,26.3906,13.3320,-1.3711,-2.8965,1.4355,0.3525,-0.1437,-0.8927,0.2412
53.847,-11.5312,14.0195,9.8828,-2.3008,-2.5898,-0.6992,0.3525,-0.1437,-0.8927,0.2412
53.865,-18.4609,8.1602,14.5195,-2.1309,-2.0566,-0.9062,0.3525,-0.1437,-0.8927,0.2412
53.885,-17.1562,7.1641,8.5039,-1.8066,-3.8086,-0.7910,0.2844,-0.1159,-0.9193,0.2463
53.906,6.0156,9.5391,7.3164,-1.5859,-0.5840,-2.1172,0.2844,-0.1159,-0.9193,0.2463
53.927,-11.1094,8.5820,14.5156,-1.0703,-3.1270,-0.9316,0.2281,-0.0825,-0.9441,0.2234
53.947,-4.0977,7.0859,11.7578,-0.7129,-3.1387,-0.4746,0.2281,-0.0825,-0.9441,0.2234
53.968,-5.6680,3.2578,11.5703,-0.8809,-3.3398,-0.1484,0.2281,-0.0825,-0.9441,0.2234
53.989,-4.7891,5.1328,10.8008,-0.9688,-3.8691,-0.2891,0.1532,-0.0740,-0.9633,0.2075
54.009,-3.1016,3.8320,9.8047,-0.9551,-3.5938,-0.4316,0.1532,-0.0740,-0.9633,0.2075
54.029,-3.7539,2.8359,8.8867,-0.7832,-4.1348,-0.1680,0.0588,-0.0681,-0.9766,0.1957
54.050,-0.6523,2.2617,9.2656,-0.6094,-4.0586,0.2012,0.0588,-0.0681,-0.9766,0.1957
54.071,0.8438,2.3750,9.7266,-0.5996,-3.8516,0.4043,0.0588,-0.0681,-0.9766,0.1957
54.091,1.8789,1.9141,10.2266,-0.5742,-3.3828,0.3379,0.0588,-0.0681,-0.9766,0.1957
54.111,1.5312,1.1484,10.3867,-0.6113,-2.9668,0.3047,0.0588,-0.0681,-0.9766,0.1957
54.132,2.5664,1.8789,9.6484,-0.6602,-2.3066,0.3359,-0.1263,-0.0703,-0.9705,0.1927
54.155,3.1406,2.1836,8.2734,-0.6172,-1.6758,0.3223,-0.1263,-0.0703,-0.9705,0.1927
54.173,3.6406,2.0703,7.9727,-0.5977,-0.8340,0.2637,-0.1263,-0.0703,-0.9705,0.1927
